segment_id,time_bucket,lat_center,lon_center,zone_type,nearest_landmark,dist_to_anchor_km,dist_from_center_km,lighting_score,streetlight_operational_pct,crowd_density,historical_incidents_annual,unsafe_reports_count,risk_score,risk_band,report_id,report_lat,report_lon,report_timestamp,device_hash_sim
BBS-0008,afternoon,20.22225,85.77375,residential_mixed,Unnamed residential/mixed segment,4.332,9.77,0.22,18.7,0.258,4.0,0,39.7,medium,,,,,
BBS-0008,evening,20.22225,85.77375,residential_mixed,Unnamed residential/mixed segment,4.332,9.77,0.22,18.7,0.217,4.0,0,59.1,high,,,,,
BBS-0008,night,20.22225,85.77375,residential_mixed,Unnamed residential/mixed segment,4.332,9.77,0.22,18.7,0.025,4.0,0,78.7,high,,,,,
BBS-0009,morning,20.22225,85.77825,residential_mixed,Unnamed residential/mixed segment,4.309,9.524,0.23,23.9,0.21,1.0,0,30.2,medium,,,,,
BBS-0009,afternoon,20.22225,85.77825,residential_mixed,Unnamed residential/mixed segment,4.309,9.524,0.23,23.9,0.251,1.0,1,34.0,medium,RPT-00008,20.221928,85.77854,2026-08-11 12:56:00,dev_ba9ba318fd
BBS-0009,evening,20.22225,85.77825,residential_mixed,Unnamed residential/mixed segment,4.309,9.524,0.23,23.9,0.389,1.0,0,40.3,medium,,,,,
BBS-0009,night,20.22225,85.77825,residential_mixed,Unnamed residential/mixed segment,4.309,9.524,0.23,23.9,0.188,1.0,0,60.1,high,,,,,
BBS-0010,morning,20.22225,85.78275,residential_mixed,Unnamed residential/mixed segment,4.337,9.295,0.322,33.1,0.277,1.0,0,27.5,medium,,,,,
BBS-0010,afternoon,20.22225,85.78275,residential_mixed,Unnamed residential/mixed segment,4.337,9.295,0.322,33.1,0.205,1.0,0,28.6,medium,,,,,
BBS-0010,evening,20.22225,85.78275,residential_mixed,Unnamed residential/mixed segment,4.337,9.295,0.322,33.1,0.363,1.0,0,38.9,medium,,,,,
BBS-0010,night,20.22225,85.78275,residential_mixed,Unnamed residential/mixed segment,4.337,9.295,0.322,33.1,0.036,1.0,0,61.4,high,,,,,
BBS-0011,morning,20.22225,85.78725,residential_mixed,Unnamed residential/mixed segment,4.416,9.085,0.287,31.3,0.134,4.0,1,52.0,high,RPT-00010,20.221398,85.787576,2026-08-12 06:22:00,dev_b9efeabc13
BBS-0011,afternoon,20.22225,85.78725,residential_mixed,Unnamed residential/mixed segment,4.416,9.085,0.287,31.3,0.236,4.0,0,40.3,medium,,,,,
BBS-0011,evening,20.22225,85.78725,residential_mixed,Unnamed residential/mixed segment,4.416,9.085,0.287,31.3,0.255,4.0,0,56.1,high,,,,,
BBS-0011,night,20.22225,85.78725,residential_mixed,Unnamed residential/mixed segment,4.416,9.085,0.287,31.3,0.101,4.0,1,80.1,high,RPT-00009,20.22278,85.786486,2026-08-13 03:42:00,
BBS-0012,morning,20.22225,85.79175,residential_mixed,Unnamed residential/mixed segment,4.381,8.894,0.36,32.5,0.252,3.0,0,36.7,medium,,,,,
BBS-0012,afternoon,20.22225,85.79175,residential_mixed,Unnamed residential/mixed segment,4.381,8.894,0.36,32.5,0.225,3.0,0,36.3,medium,,,,,
BBS-0012,evening,20.22225,85.79175,residential_mixed,Unnamed residential/mixed segment,4.381,8.894,0.36,32.5,0.371,3.0,0,46.1,high,,,,,
BBS-0012,night,20.22225,85.79175,residential_mixed,Unnamed residential/mixed segment,4.381,8.894,0.36,32.5,0.155,3.0,0,64.2,high,,,,,
BBS-0013,morning,20.22225,85.79625,residential_mixed,Unnamed residential/mixed segment,4.104,8.725,0.305,33.4,0.257,1.0,0,28.3,medium,,,,,
BBS-0013,afternoon,20.22225,85.79625,residential_mixed,Unnamed residential/mixed segment,4.104,8.725,0.305,33.4,0.183,1.0,0,29.3,medium,,,,,
BBS-0013,evening,20.22225,85.79625,residential_mixed,Unnamed residential/mixed segment,4.104,8.725,0.305,33.4,0.321,1.0,0,40.7,high,,,,,
BBS-0013,night,20.22225,85.79625,residential_mixed,Unnamed residential/mixed segment,4.104,8.725,0.305,33.4,0.069,1.0,0,61.0,high,,,,,
BBS-0014,morning,20.22225,85.80075,residential_mixed,Unnamed residential/mixed segment,3.864,8.577,0.242,27.7,0.233,2.0,1,40.4,medium,RPT-00011,20.22294,85.801326,2026-08-09 09:39:00,
BBS-0014,afternoon,20.22225,85.80075,residential_mixed,Unnamed residential/mixed segment,3.864,8.577,0.242,27.7,0.367,2.0,0,27.5,medium,,,,,
BBS-0014,evening,20.22225,85.80075,residential_mixed,Unnamed residential/mixed segment,3.864,8.577,0.242,27.7,0.326,2.0,0,46.4,high,,,,,
BBS-0014,night,20.22225,85.80075,residential_mixed,Unnamed residential/mixed segment,3.864,8.577,0.242,27.7,0.132,2.0,0,65.7,high,,,,,
BBS-0015,morning,20.22225,85.80525,residential_mixed,Unnamed residential/mixed segment,3.473,8.454,0.215,23.5,0.203,2.0,0,34.7,medium,,,,,
BBS-0015,afternoon,20.22225,85.80525,residential_mixed,Unnamed residential/mixed segment,3.473,8.454,0.215,23.5,0.271,2.0,0,30.8,medium,,,,,
BBS-0015,evening,20.22225,85.80525,residential_mixed,Unnamed residential/mixed segment,3.473,8.454,0.215,23.5,0.361,2.0,0,45.9,high,,,,,
BBS-0015,night,20.22225,85.80525,residential_mixed,Unnamed residential/mixed segment,3.473,8.454,0.215,23.5,0.151,2.0,0,66.2,high,,,,,
BBS-0016,morning,20.22225,85.80975,residential_mixed,Unnamed residential/mixed segment,3.077,8.355,0.28,30.5,0.258,2.0,1,39.4,medium,RPT-00012,20.221877,85.810301,2026-08-10 08:59:00,dev_848c64a988
BBS-0016,afternoon,20.22225,85.80975,residential_mixed,Unnamed residential/mixed segment,3.077,8.355,0.28,30.5,0.272,2.0,0,30.6,medium,,,,,
BBS-0016,evening,20.22225,85.80975,residential_mixed,Unnamed residential/mixed segment,3.077,8.355,0.28,30.5,0.391,2.0,0,43.2,high,,,,,
BBS-0016,night,20.22225,85.80975,residential_mixed,Unnamed residential/mixed segment,3.077,8.355,0.28,30.5,0.122,2.0,0,64.5,high,,,,,
BBS-0017,morning,20.22225,85.81425,residential_mixed,Unnamed residential/mixed segment,2.704,8.281,0.266,25.1,0.248,2.0,0,33.0,medium,,,,,
BBS-0017,afternoon,20.22225,85.81425,residential_mixed,Unnamed residential/mixed segment,2.704,8.281,0.266,25.1,0.273,2.0,0,30.6,medium,,,,,
BBS-0017,evening,20.22225,85.81425,residential_mixed,Unnamed residential/mixed segment,2.704,8.281,0.266,25.1,0.274,2.0,0,47.6,high,,,,,
BBS-0017,night,20.22225,85.81425,residential_mixed,Unnamed residential/mixed segment,2.704,8.281,0.266,25.1,0.066,2.0,1,73.7,high,RPT-00013,20.22239,85.81437,2026-08-06 03:27:00,dev_851b357dae
BBS-0018,morning,20.22225,85.81875,residential_mixed,Unnamed residential/mixed segment,2.366,8.234,0.309,32.8,0.264,2.0,0,32.3,medium,,,,,
BBS-0018,afternoon,20.22225,85.81875,residential_mixed,Unnamed residential/mixed segment,2.366,8.234,0.309,32.8,0.125,2.0,0,35.5,medium,,,,,
BBS-0018,evening,20.22225,85.81875,residential_mixed,Unnamed residential/mixed segment,2.366,8.234,0.309,32.8,0.393,2.0,0,42.4,high,,,,,
BBS-0018,night,20.22225,85.81875,residential_mixed,Unnamed residential/mixed segment,2.366,8.234,0.309,32.8,0.057,2.0,1,72.2,high,RPT-00014,20.222413,85.818276,2026-07-30 02:13:00,dev_bc2d66e023
BBS-0019,morning,20.22225,85.82325,heritage_dense,Old Town / Lingaraj Temple,2.08,8.213,0.3,29.7,0.368,1.0,0,24.6,low,,,,,
BBS-0019,afternoon,20.22225,85.82325,heritage_dense,Old Town / Lingaraj Temple,2.08,8.213,0.3,29.7,0.344,1.0,0,23.9,low,,,,,
BBS-0019,evening,20.22225,85.82325,heritage_dense,Old Town / Lingaraj Temple,2.08,8.213,0.3,29.7,0.438,1.0,2,50.5,high,RPT-00015,20.222363,85.822759,2026-07-19 17:36:00,
BBS-0019,evening,20.22225,85.82325,heritage_dense,Old Town / Lingaraj Temple,2.08,8.213,0.3,29.7,0.438,1.0,2,50.5,high,RPT-00016,20.221718,85.823254,2026-07-21 17:20:00,
BBS-0019,night,20.22225,85.82325,heritage_dense,Old Town / Lingaraj Temple,2.08,8.213,0.3,29.7,0.098,1.0,0,60.2,high,,,,,
BBS-0020,morning,20.22225,85.82775,heritage_dense,Old Town / Lingaraj Temple,1.869,8.219,0.258,21.9,0.403,5.0,0,40.5,high,,,,,
BBS-0020,afternoon,20.22225,85.82775,heritage_dense,Old Town / Lingaraj Temple,1.869,8.219,0.258,21.9,0.362,5.0,0,40.3,medium,,,,,
BBS-0020,evening,20.22225,85.82775,heritage_dense,Old Town / Lingaraj Temple,1.869,8.219,0.258,21.9,0.42,5.0,0,55.5,high,,,,,
BBS-0020,night,20.22225,85.82775,heritage_dense,Old Town / Lingaraj Temple,1.869,8.219,0.258,21.9,0.076,5.0,0,79.6,high,,,,,
BBS-0021,morning,20.22225,85.83225,heritage_dense,Old Town / Lingaraj Temple,1.761,8.251,0.288,28.0,0.477,0.0,0,16.7,low,,,,,
BBS-0021,afternoon,20.22225,85.83225,heritage_dense,Old Town / Lingaraj Temple,1.761,8.251,0.288,28.0,0.244,0.0,1,29.8,medium,RPT-00017,20.22249,85.832723,2026-08-05 14:57:00,dev_e81b68c927
BBS-0021,evening,20.22225,85.83225,heritage_dense,Old Town / Lingaraj Temple,1.761,8.251,0.288,28.0,0.441,0.0,0,32.9,medium,,,,,
BBS-0021,night,20.22225,85.83225,heritage_dense,Old Town / Lingaraj Temple,1.761,8.251,0.288,28.0,0.095,0.0,0,56.6,high,,,,,
BBS-0022,morning,20.22225,85.83675,heritage_dense,Old Town / Lingaraj Temple,1.775,8.311,0.323,35.7,0.436,1.0,0,22.2,low,,,,,
BBS-0022,afternoon,20.22225,85.83675,heritage_dense,Old Town / Lingaraj Temple,1.775,8.311,0.323,35.7,0.283,1.0,0,25.9,medium,,,,,
BBS-0022,evening,20.22225,85.83675,heritage_dense,Old Town / Lingaraj Temple,1.775,8.311,0.323,35.7,0.422,1.0,0,36.9,medium,,,,,
BBS-0022,night,20.22225,85.83675,heritage_dense,Old Town / Lingaraj Temple,1.775,8.311,0.323,35.7,0.117,1.0,0,58.6,high,,,,,
BBS-0023,morning,20.22225,85.84125,heritage_dense,Old Town / Lingaraj Temple,1.908,8.396,0.35,32.6,0.469,5.0,0,37.8,medium,,,,,
BBS-0023,afternoon,20.22225,85.84125,heritage_dense,Old Town / Lingaraj Temple,1.908,8.396,0.35,32.6,0.384,5.0,1,46.1,high,RPT-00019,20.222115,85.841686,2026-08-04 11:03:00,dev_58dd5fc53a
BBS-0023,evening,20.22225,85.84125,heritage_dense,Old Town / Lingaraj Temple,1.908,8.396,0.35,32.6,0.374,5.0,1,61.5,high,RPT-00020,20.221847,85.841131,2026-07-20 17:10:00,dev_15809ccd99
BBS-0023,night,20.22225,85.84125,heritage_dense,Old Town / Lingaraj Temple,1.908,8.396,0.35,32.6,0.092,5.0,1,82.0,high,RPT-00018,20.2226,85.840745,2026-08-13 22:33:00,dev_fd30b3fc36
BBS-0024,morning,20.22225,85.84575,heritage_dense,Old Town / Lingaraj Temple,2.138,8.506,0.307,26.6,0.446,1.0,0,21.9,low,,,,,
BBS-0024,afternoon,20.22225,85.84575,heritage_dense,Old Town / Lingaraj Temple,2.138,8.506,0.307,26.6,0.282,1.0,0,26.0,medium,,,,,
BBS-0024,evening,20.22225,85.84575,heritage_dense,Old Town / Lingaraj Temple,2.138,8.506,0.307,26.6,0.428,1.0,0,37.1,medium,,,,,
BBS-0024,night,20.22225,85.84575,heritage_dense,Old Town / Lingaraj Temple,2.138,8.506,0.307,26.6,0.117,1.0,0,59.3,high,,,,,
BBS-0025,morning,20.22225,85.85025,residential_mixed,Unnamed residential/mixed segment,2.438,8.64,0.385,41.9,0.242,0.0,0,24.2,low,,,,,
BBS-0025,afternoon,20.22225,85.85025,residential_mixed,Unnamed residential/mixed segment,2.438,8.64,0.385,41.9,0.389,0.0,0,18.0,low,,,,,
BBS-0025,evening,20.22225,85.85025,residential_mixed,Unnamed residential/mixed segment,2.438,8.64,0.385,41.9,0.316,0.0,1,41.4,high,RPT-00021,20.221804,85.850191,2026-08-10 19:10:00,dev_1313efa717
BBS-0025,night,20.22225,85.85025,residential_mixed,Unnamed residential/mixed segment,2.438,8.64,0.385,41.9,0.14,0.0,0,51.0,high,,,,,
BBS-0026,morning,20.22225,85.85475,residential_mixed,Unnamed residential/mixed segment,2.785,8.797,0.371,32.3,0.207,2.0,1,40.7,high,RPT-00022,20.221654,85.853927,2026-07-28 09:46:00,dev_d02539f572
BBS-0026,afternoon,20.22225,85.85475,residential_mixed,Unnamed residential/mixed segment,2.785,8.797,0.371,32.3,0.248,2.0,0,31.2,medium,,,,,
BBS-0026,evening,20.22225,85.85475,residential_mixed,Unnamed residential/mixed segment,2.785,8.797,0.371,32.3,0.377,2.0,0,41.4,high,,,,,
BBS-0026,night,20.22225,85.85475,residential_mixed,Unnamed residential/mixed segment,2.785,8.797,0.371,32.3,0.073,2.0,0,62.3,high,,,,,
BBS-0027,morning,20.22225,85.85925,residential_mixed,Unnamed residential/mixed segment,3.163,8.976,0.187,21.3,0.242,0.0,0,25.1,low,,,,,
BBS-0027,afternoon,20.22225,85.85925,residential_mixed,Unnamed residential/mixed segment,3.163,8.976,0.187,21.3,0.156,0.0,0,26.3,medium,,,,,
BBS-0027,evening,20.22225,85.85925,residential_mixed,Unnamed residential/mixed segment,3.163,8.976,0.187,21.3,0.246,0.0,0,42.0,high,,,,,
BBS-0027,night,20.22225,85.85925,residential_mixed,Unnamed residential/mixed segment,3.163,8.976,0.187,21.3,0.167,0.0,1,65.2,high,RPT-00023,20.222047,85.860186,2026-07-23 01:51:00,dev_684e582f9f
BBS-0028,morning,20.22225,85.86375,residential_mixed,Unnamed residential/mixed segment,3.564,9.176,0.182,14.1,0.212,1.0,0,30.3,medium,,,,,
BBS-0028,afternoon,20.22225,85.86375,residential_mixed,Unnamed residential/mixed segment,3.564,9.176,0.182,14.1,0.065,1.0,0,33.6,medium,,,,,
BBS-0028,evening,20.22225,85.86375,residential_mixed,Unnamed residential/mixed segment,3.564,9.176,0.182,14.1,0.421,1.0,0,40.5,high,,,,,
BBS-0028,night,20.22225,85.86375,residential_mixed,Unnamed residential/mixed segment,3.564,9.176,0.182,14.1,0.057,1.0,1,73.3,high,RPT-00024,20.222158,85.863292,2026-08-11 00:37:00,
BBS-0029,morning,20.22225,85.86825,residential_mixed,Unnamed residential/mixed segment,3.98,9.395,0.39,50.6,0.23,3.0,0,37.3,medium,,,,,
BBS-0029,afternoon,20.22225,85.86825,residential_mixed,Unnamed residential/mixed segment,3.98,9.395,0.39,50.6,0.308,3.0,0,33.4,medium,,,,,
BBS-0029,evening,20.22225,85.86825,residential_mixed,Unnamed residential/mixed segment,3.98,9.395,0.39,50.6,0.306,3.0,0,47.6,high,,,,,
BBS-0029,night,20.22225,85.86825,residential_mixed,Unnamed residential/mixed segment,3.98,9.395,0.39,50.6,0.095,3.0,0,65.0,high,,,,,
BBS-0030,morning,20.22225,85.87275,residential_mixed,Unnamed residential/mixed segment,4.406,9.632,0.221,20.5,0.171,1.0,0,31.6,medium,,,,,
BBS-0030,afternoon,20.22225,85.87275,residential_mixed,Unnamed residential/mixed segment,4.406,9.632,0.221,20.5,0.112,1.0,0,31.9,medium,,,,,
BBS-0030,evening,20.22225,85.87275,residential_mixed,Unnamed residential/mixed segment,4.406,9.632,0.221,20.5,0.305,1.0,0,43.4,high,,,,,
BBS-0030,night,20.22225,85.87275,residential_mixed,Unnamed residential/mixed segment,4.406,9.632,0.221,20.5,0.127,1.0,0,62.5,high,,,,,
BBS-0031,morning,20.22225,85.87725,residential_mixed,Unnamed residential/mixed segment,4.84,9.885,0.334,34.0,0.263,1.0,0,28.0,medium,,,,,
BBS-0031,afternoon,20.22225,85.87725,residential_mixed,Unnamed residential/mixed segment,4.84,9.885,0.334,34.0,0.181,1.0,0,29.3,medium,,,,,
BBS-0031,evening,20.22225,85.87725,residential_mixed,Unnamed residential/mixed segment,4.84,9.885,0.334,34.0,0.316,1.0,0,40.2,medium,,,,,
BBS-0031,night,20.22225,85.87725,residential_mixed,Unnamed residential/mixed segment,4.84,9.885,0.334,34.0,0.01,1.0,0,61.8,high,,,,,
BBS-0032,morning,20.22225,85.88175,residential_mixed,Unnamed residential/mixed segment,5.281,10.154,0.17,15.0,0.273,3.0,0,36.8,medium,,,,,
BBS-0032,afternoon,20.22225,85.88175,residential_mixed,Unnamed residential/mixed segment,5.281,10.154,0.17,15.0,0.22,3.0,1,43.6,high,RPT-00025,20.221956,85.881632,2026-08-06 11:53:00,dev_22bebf3508
BBS-0032,evening,20.22225,85.88175,residential_mixed,Unnamed residential/mixed segment,5.281,10.154,0.17,15.0,0.433,3.0,0,48.8,high,,,,,
BBS-0032,night,20.22225,85.88175,residential_mixed,Unnamed residential/mixed segment,5.281,10.154,0.17,15.0,0.105,3.0,0,73.9,high,,,,,
BBS-0033,morning,20.22225,85.88625,residential_mixed,Unnamed residential/mixed segment,5.726,10.437,0.329,30.9,0.188,1.0,0,30.5,medium,,,,,
BBS-0033,afternoon,20.22225,85.88625,residential_mixed,Unnamed residential/mixed segment,5.726,10.437,0.329,30.9,0.207,1.0,0,28.5,medium,,,,,
BBS-0033,evening,20.22225,85.88625,residential_mixed,Unnamed residential/mixed segment,5.726,10.437,0.329,30.9,0.295,1.0,0,41.0,high,,,,,
BBS-0033,night,20.22225,85.88625,residential_mixed,Unnamed residential/mixed segment,5.726,10.437,0.329,30.9,0.131,1.0,0,57.9,high,,,,,
BBS-0034,morning,20.22225,85.89075,residential_mixed,Unnamed residential/mixed segment,6.175,10.733,0.226,31.2,0.247,4.0,0,41.7,high,,,,,
BBS-0034,afternoon,20.22225,85.89075,residential_mixed,Unnamed residential/mixed segment,6.175,10.733,0.226,31.2,0.134,4.0,1,50.6,high,RPT-00026,20.220899,85.890646,2026-07-30 12:49:00,dev_dbecaef771
BBS-0034,evening,20.22225,85.89075,residential_mixed,Unnamed residential/mixed segment,6.175,10.733,0.226,31.2,0.217,4.0,1,65.7,high,RPT-00027,20.221769,85.891348,2026-08-13 20:46:00,dev_59d35bbc7e
BBS-0034,night,20.22225,85.89075,residential_mixed,Unnamed residential/mixed segment,6.175,10.733,0.226,31.2,0.121,4.0,0,75.2,high,,,,,
BBS-0035,morning,20.22225,85.89525,residential_mixed,Unnamed residential/mixed segment,6.626,11.041,0.261,25.9,0.328,2.0,0,30.3,medium,,,,,
BBS-0035,afternoon,20.22225,85.89525,residential_mixed,Unnamed residential/mixed segment,6.626,11.041,0.261,25.9,0.215,2.0,0,32.6,medium,,,,,
BBS-0035,evening,20.22225,85.89525,residential_mixed,Unnamed residential/mixed segment,6.626,11.041,0.261,25.9,0.364,2.0,0,44.6,high,,,,,
BBS-0035,night,20.22225,85.89525,residential_mixed,Unnamed residential/mixed segment,6.626,11.041,0.261,25.9,0.166,2.0,0,63.8,high,,,,,
BBS-0036,morning,20.22225,85.89975,residential_mixed,Unnamed residential/mixed segment,7.08,11.36,0.196,14.5,0.261,5.0,0,45.5,high,,,,,
BBS-0036,afternoon,20.22225,85.89975,residential_mixed,Unnamed residential/mixed segment,7.08,11.36,0.196,14.5,0.161,5.0,0,47.2,high,,,,,
BBS-0036,evening,20.22225,85.89975,residential_mixed,Unnamed residential/mixed segment,7.08,11.36,0.196,14.5,0.327,5.0,0,60.2,high,,,,,
BBS-0036,night,20.22225,85.89975,residential_mixed,Unnamed residential/mixed segment,7.08,11.36,0.196,14.5,0.177,5.0,0,78.8,high,,,,,
BBS-0037,morning,20.22675,85.74225,residential_mixed,Unnamed residential/mixed segment,5.331,11.536,0.283,26.7,0.277,1.0,0,27.7,medium,,,,,
BBS-0037,afternoon,20.22675,85.74225,residential_mixed,Unnamed residential/mixed segment,5.331,11.536,0.283,26.7,0.255,1.0,1,33.7,medium,RPT-00028,20.226821,85.742231,2026-08-06 12:40:00,
BBS-0037,evening,20.22675,85.74225,residential_mixed,Unnamed residential/mixed segment,5.331,11.536,0.283,26.7,0.287,1.0,0,42.5,high,,,,,
BBS-0037,night,20.22675,85.74225,residential_mixed,Unnamed residential/mixed segment,5.331,11.536,0.283,26.7,0.093,1.0,0,61.1,high,,,,,
BBS-0038,morning,20.22675,85.74675,residential_mixed,Unnamed residential/mixed segment,5.013,11.191,0.362,36.9,0.238,2.0,0,32.9,medium,,,,,
BBS-0038,afternoon,20.22675,85.74675,residential_mixed,Unnamed residential/mixed segment,5.013,11.191,0.362,36.9,0.207,2.0,0,32.6,medium,,,,,
BBS-0038,evening,20.22675,85.74675,residential_mixed,Unnamed residential/mixed segment,5.013,11.191,0.362,36.9,0.385,2.0,0,41.4,high,,,,,
BBS-0038,night,20.22675,85.74675,residential_mixed,Unnamed residential/mixed segment,5.013,11.191,0.362,36.9,0.01,2.0,0,64.8,high,,,,,
BBS-0039,morning,20.22675,85.75125,residential_mixed,Unnamed residential/mixed segment,4.721,10.856,0.373,36.6,0.247,1.0,0,28.3,medium,,,,,
BBS-0039,afternoon,20.22675,85.75125,residential_mixed,Unnamed residential/mixed segment,4.721,10.856,0.373,36.6,0.205,1.0,0,28.4,medium,,,,,
BBS-0039,evening,20.22675,85.75125,residential_mixed,Unnamed residential/mixed segment,4.721,10.856,0.373,36.6,0.233,1.0,0,42.0,high,,,,,
BBS-0039,night,20.22675,85.75125,residential_mixed,Unnamed residential/mixed segment,4.721,10.856,0.373,36.6,0.145,1.0,1,62.3,high,RPT-00029,20.226764,85.751204,2026-08-06 02:49:00,dev_cff204597b
BBS-0040,morning,20.22675,85.75575,residential_mixed,Unnamed residential/mixed segment,4.46,10.531,0.204,16.8,0.202,3.0,0,39.0,medium,,,,,
BBS-0040,afternoon,20.22675,85.75575,residential_mixed,Unnamed residential/mixed segment,4.46,10.531,0.204,16.8,0.189,3.0,0,37.8,medium,,,,,
BBS-0040,evening,20.22675,85.75575,residential_mixed,Unnamed residential/mixed segment,4.46,10.531,0.204,16.8,0.426,3.0,0,48.2,high,,,,,
